gene1	gene2
form3	CG2681
vap	CG2681
crol	CG2681
fax	CG2681
sn	CG2681
N	CG2681
Mmp2	tow
CdsA	tow
phyl	tow
gl	tow
elav	tow
Cip4	tow
Alk	hkl
CG9509	hkl
PebIII	hkl
ine	sina
Abd-B	sina
CG6416	ry
Jra	ry
Btk29A	ry
CG3075	ry
B4	ry
CG9509	ry
Patj	ry
dpp	ry
vlc	ry
Taf4	ry
jar	ry
Hph	ry
brat	ry
Myo61F	ry
dos	ry
ine	rux
CG3987	rux
kuz	rux
tup	boss
zfh2	boss
bnl	Mkp3
phyl	Mkp3
CadN	Mkp3
cic	Mkp3
fw	Mkp3
tsh	inaC
raw	inaC
p53	inaC
blow	inaC
Dhc64C	sno
dsx	sno
Hem	sno
Dl	sno
pnt	jagn
t	jagn
Aph-4	jagn
dib	jagn
CG6416	dpn
Lcp65Ag1	dpn
ct	dpn
B4	dpn
Dap160	dpn
Mer	dpn
Mtl	dpn
Patj	dpn
ftz-f1	dpn
vlc	dpn
Myo31DF	dpn
Taf4	dpn
sar1	dpn
Aph-4	dpn
Hph	dpn
brat	dpn
CG3075	wrapper
Apc2	wrapper
G-oalpha47A	wrapper
CG10641	wrapper
mfas	wrapper
emb	wrapper
LanB2	wrapper
svr	wrapper
ash1	Ca-alpha1D
sle	Ca-alpha1D
Lim1	Ca-alpha1D
mri	Ca-alpha1D
Appl	Ca-alpha1D
ird5	Ca-alpha1D
l(2)37Cc	Ca-alpha1D
CG6416	E2f
Alh	E2f
Nrx-IV	E2f
Aph-4	E2f
dl	Dp
mus304	l(2)efl
mib1	l(2)efl
Mer	l(2)efl
CSN4	l(2)efl
Dscam	l(2)efl
Idgf5	l(2)efl
CG14995	l(2)efl
EcR	l(2)efl
Myo61F	l(2)efl
dos	l(2)efl
toy	cnc
scra	cnc
Tak1	cnc
drk	cnc
shn	cnc
Ggamma1	cnc
CG17221	Atg5
ALiX	Atg5
dj	Atg5
crol	Atg5
N	Atg5
Pvf1	Atg5
Crk	acj6
Chi	acj6
Sin3A	acj6
chrw	acj6
Optix	Trl
cg	Trl
Nrx-IV	Trl
tkv	Trl
Dat	d4
neur	CG16719
cactin	CG16719
hpo	CG16719
tok	CG16719
cos	CG16719
Dhc64C	CG16719
Pcaf	CG16719
Su(H)	CG16719
CtBP	CG16719
alien	CG16719
alph	CG16719
mbo	CG16719
kay	CadN
tud	CadN
Mkp3	CadN
dally	CadN
Chi	CadN
sgl	CadN
gl	CadN
Snap	CadN
rg	CadN
fw	CadN
stil	CadN
Rheb	CadN
Pgant35A	CadN
emc	gro
MED4	gro
shot	gro
G-oalpha47A	gro
Chc	gro
gl	gro
bun	gro
eIF-4a	gro
Pgant35A	gro
bowl	sec13
fd59A	sec13
sav	sec13
G-oalpha47A	sec13
beta4GalNAcTA	sec13
Ank2	sec13
Ephrin	sec13
Rho1	sec13
Gtp-bp	sec13
Dif	sec13
svr	klar
alpha-Spec	klar
Nrx-IV	klar
eIF-4E	klar
Cyt-c-d	Rack1
spir	Rack1
Abi	Rack1
dlg1	Rack1
robo	Rack1
Akt1	Rack1
Pkn	Rack1
NAT1	Rack1
Khc	Rack1
sw	Rack1
Pk92B	Rack1
Nrt	Rack1
pnr	Rack1
Src42A	Rack1
svr	Rack1
ken	Rack1
Cks30A	Rack1
fax	Rack1
Sh	Rack1
CG12896	Rack1
qm	Rack1
sli	Rack1
Hs6st	Rack1
Dad	Sobp
Sur	Sobp
Idgf4	Sobp
cathD	ash1
betaTub56D	ash1
Ca-alpha1D	ash1
Uba1	ash1
ics	ash1
Snap	ash1
ird5	ash1
Tab2	ash1
14-3-3zeta	ash1
CG13850	ash1
Msp-300	ash1
l(2)37Cc	ash1
Rab7	inv
scyl	inv
CG10641	inv
cic	inv
LanB1	inv
bun	inv
Pgant35A	inv
Dif	inv
Mitf	inv
Vhl	shot
dsx	shot
gro	shot
Atpalpha	shot
Mef2	shot
cathD	Oseg1
d	Oseg1
caps	Oseg1
PhKgamma	Oseg1
Appl	Oseg1
mth	Oseg1
shn	Oseg1
tsh	Spred
raw	Spred
p53	Spred
Dredd	Spred
tra2	puc
Sema-2a	puc
by	puc
lmd	puc
Mbs	puc
Mmp2	Atg6
wupA	Atg6
gl	Atg6
CG9769	Atg6
stil	Atg6
d	CG3829
CG2681	CG3829
chic	CG3829
mth	CG3829
flw	CG3829
N	CG3829
caps	sle
betaTub56D	sle
tral	sle
Ca-alpha1D	sle
Uba1	sle
Appl	sle
ics	sle
Cp1	sle
Hs2st	sle
sar1	sle
chinmo	sle
Pen	sle
ap	sle
msn	Cka
dlg1	Cka
Apc2	Cka
NAT1	Cka
Pk92B	Cka
Nrt	Cka
dj	Cka
bt	Cka
prd	Cka
bowl	form3
fred	form3
Arp66B	form3
Sb	form3
CG2681	form3
Abd-B	form3
lilli	form3
wus	form3
numb	form3
Gtp-bp	form3
pcm	form3
N	form3
siz	Pk61C
foxo	Pk61C
FKBP59	Pk61C
gl	Pk61C
dib	Pk61C
baz	Pk61C
Atpalpha	Pk61C
Dat	Pcaf
CG16719	Pcaf
tra2	sbb
CdsA	sbb
sav	sbb
G-ialpha65A	sbb
Krn	sbb
mri	sbb
l(2)gl	sbb
Mbs	sbb
eIF-4a	sbb
tral	Ef1gamma
mth	Ef1gamma
ecd	Ef1gamma
siz	FKBP59
foxo	FKBP59
cp309	FKBP59
pnut	FKBP59
Pk61C	FKBP59
Eip71CD	FKBP59
how	FKBP59
ex	FKBP59
run	FKBP59
disco	FKBP59
dib	FKBP59
Idgf1	FKBP59
caup	FKBP59
aft	FKBP59
Atpalpha	FKBP59
Mef2	FKBP59
Sema-2a	Eip71CD
Dhc64C	Eip71CD
scrib	Eip71CD
cp309	Eip71CD
FKBP59	Eip71CD
bs	Eip71CD
Nrx-IV	Eip71CD
CG32082	Eip71CD
fru	Eip71CD
pio	xmas-2
sns	ppan
CG12301	ppan
aft	ppan
Pvf1	ppan
CG6416	Iswi
Sur	Iswi
Eip63F-1	Iswi
Myo61F	Iswi
B4	ine
sina	ine
rux	ine
bon	ine
ea	ine
Mer	ine
Ald	ine
Taf4	ine
Stat92E	ine
twf	ine
kuz	ine
Idgf4	ine
wee	ine
Hph	ine
Hr46	ine
Mhc	ine
Pgant35A	ine
cta	ine
toy	Tina-1
dlg1	Tina-1
bap	Tina-1
tub	Tina-1
gkt	Tina-1
ine	bon
RhoGAP68F	bon
Hr46	bon
CG2678	pot
rdo	pot
pbl	pot
cactin	pot
sec23	pot
cos	pot
mbl	pot
Su(H)	pot
tum	pot
Lis-1	pot
alph	pot
mbo	pot
osa	pot
d	chic
sax	chic
CG3829	chic
wg	chic
Chi	chic
ics	chic
fax	chic
Sh	chic
eff	chic
snf	chic
Pvf1	chic
eg	Hem
spir	Hem
Vhl	Hem
sno	Hem
dsf	Hem
Ank2	Hem
Dl	Hem
ken	Hem
bnb	Hem
Mef2	Hem
btl	chif
sll	chif
Abd-B	chif
cic	chif
Pak	chif
Ank2	chif
Hs2st	chif
numb	chif
drk	chif
flw	chif
Ggamma1	chif
Idgf2	chif
trio	chif
btl	S6kII
pnut	S6kII
ex	S6kII
opa	S6kII
caup	S6kII
CG8216	S6kII
eIF-4E	S6kII
Idgf2	S6kII
ofs	wal
sktl	wal
Sulf1	wal
CG3987	wal
Ald	wal
loco	wal
Mhc	wal
Su(z)12	wls
ct	wls
CG9445	wls
Stat92E	wls
Prm	wls
Jra	Ddx1
sktl	Ddx1
Glycogenin	Ddx1
Idgf5	Ddx1
grp	Ddx1
CG33205	Sulf1
yrt	Sulf1
wal	Sulf1
CG3987	Sulf1
Psn	Sulf1
Ald	Sulf1
v	Sulf1
loco	Sulf1
Dscam	Sulf1
Mhc	Sulf1
Prm	Sulf1
betaTub56D	CG3987
Lcp65Ag1	CG3987
rux	CG3987
wal	CG3987
Sulf1	CG3987
bigmax	CG3987
gkt	CG3987
eff	CG3987
Lcp65Ag1	Abd-B
sina	Abd-B
form3	Abd-B
chif	Abd-B
CG9445	Abd-B
Wnt5	Abd-B
cta	Abd-B
cathD	Uba1
Mmp1	Uba1
caps	Uba1
CG9520	Uba1
betaTub56D	Uba1
tral	Uba1
ash1	Uba1
sle	Uba1
mri	Uba1
ics	Uba1
Pen	Uba1
l(2)37Cc	Uba1
poe	Uba1
Lcp65Ag1	bigmax
CG3987	bigmax
Dap160	bigmax
CG17221	bigmax
jing	bigmax
wus	bigmax
CG1942	bigmax
kuz	bigmax
RhoGAPp190	NAT1
Rack1	NAT1
Cka	NAT1
dj	NAT1
fax	NAT1
bt	NAT1
qm	NAT1
Hs6st	NAT1
Mmp2	wupA
Atg6	wupA
gl	wupA
Apc	wupA
uzip	wupA
Arc42	Vps28
CG9520	Vps28
ofs	Vps28
Cyp1	Vps28
yellow-f	Vps28
G-ialpha65A	G-oalpha47A
wrapper	G-oalpha47A
gro	G-oalpha47A
sec13	G-oalpha47A
CG10641	G-oalpha47A
Scgdelta	G-oalpha47A
Ank2	G-oalpha47A
sty	G-oalpha47A
Cip4	G-oalpha47A
Dif	G-oalpha47A
tamo	G-salpha60A
Hmgs	G-salpha60A
Chi	G-salpha60A
shrb	G-salpha60A
sar1	G-salpha60A
stil	G-salpha60A
aft	G-salpha60A
pros	dsf
Dhc64C	dsf
dsx	dsf
Apc2	dsf
Hem	dsf
Optix	dsf
Pop2	dsf
RhoGAPp190	Khc
Abi	Khc
robo	Khc
Akt1	Khc
Rack1	Khc
svr	Khc
Rab5	CG10641
Cyt-c-d	CG10641
wrapper	CG10641
inv	CG10641
G-oalpha47A	CG10641
Krn	CG10641
svr	CG10641
th	CG10641
eIF-4a	CG10641
ecd	CG10641
BicD	Alk
fred	Alk
hkl	Alk
ix	Alk
hkb	Alk
bl	Alk
p53	Alk
dl	Alk
Bap60	Alk
blow	Alk
E2f2	Alk
PebIII	Alk
her	Alk
mus304	ey
sktl	ey
bap	ey
Dok	ey
up	ey
Crk	ey
tub	ey
LIMK1	ey
Idgf5	ey
grp	ey
chrw	ey
dos	ey
emc	noc
dsx	noc
Apc2	noc
svr	noc
CG12896	noc
Alk	ix
CG9509	ix
PebIII	ix
pros	Optix
eg	Optix
CG6416	Optix
qua	Optix
Abl	Optix
scrib	Optix
Alh	Optix
Trl	Optix
dsf	Optix
toe	Optix
brk	Optix
pnt	Optix
Fas3	Optix
zfh1	Optix
drl	Optix
cg	Optix
Nrx-IV	Optix
chn	Optix
Sema-1b	Optix
Aph-4	Optix
bnb	Optix
fru	Optix
tkv	Optix
BicD	sdt
